Open,Close,Diff.,Diff. Dec.,Diff. %,Result
145,141,-4,-0.027586207,2.75862069,0
-110,-121,-11,0.1,10,0
-200,-200,0,0,0,1
155,160,5,0.032258065,3.225806452,1
-145,-145,0,0,0,1
155,152,-3,-0.019354839,1.935483871,0
-120,-115,5,-0.041666667,4.166666667,0
130,124,-6,-0.046153846,4.615384615,0
135,137,2,0.014814815,1.481481481,0
120,120,0,0,0,0
180,177,-3,-0.016666667,1.666666667,0
-145,-146,-1,0.006896552,0.689655172,1
105,105,0,0,0,0
-180,-210,-30,0.166666667,16.66666667,1
130,120,-10,-0.076923077,7.692307692,0
-130,-130,0,0,0,1
-130,-129,1,-0.007692308,0.769230769,0
-125,-149,-24,0.192,19.2,1
160,156,-4,-0.025,2.5,1
-135,-137,-2,0.014814815,1.481481481,0
135,132,-3,-0.022222222,2.222222222,0
145,132,-13,-0.089655172,8.965517241,1
-115,-120,-5,0.043478261,4.347826087,0
-125,-125,0,0,0,1
-180,-180,0,0,0,1
-235,-280,-45,0.191489362,19.14893617,1
-125,-135,-10,0.08,8,1
-130,-137,-7,0.053846154,5.384615385,0
-115,-115,0,0,0,1
-110,-108,2,-0.018181818,1.818181818,1
-115,-126,-11,0.095652174,9.565217391,0
-110,-106,4,-0.036363636,3.636363636,0
-160,-168,-8,0.05,5,0
-160,-180,-20,0.125,12.5,1
130,124,-6,-0.046153846,4.615384615,0
-130,-143,-13,0.1,10,0
-170,-205,-35,0.205882353,20.58823529,0
210,210,0,0,0,0
-125,-125,0,0,0,0
150,147,-3,-0.02,2,0
-165,-163,2,-0.012121212,1.212121212,0
-140,-142,-2,0.014285714,1.428571429,1
-170,-185,-15,0.088235294,8.823529412,0
175,171,-4,-0.022857143,2.285714286,0
-150,-170,-20,0.133333333,13.33333333,1
-170,-166,4,-0.023529412,2.352941176,0
-105,-102,3,-0.028571429,2.857142857,0
125,104,-21,-0.168,16.8,0
120,118,-2,-0.016666667,1.666666667,0
130,114,-16,-0.123076923,12.30769231,0
145,148,3,0.020689655,2.068965517,1
110,107,-3,-0.027272727,2.727272727,0
115,104,-11,-0.095652174,9.565217391,0
170,175,5,0.029411765,2.941176471,0
-180,-174,6,-0.033333333,3.333333333,1
110,-112,-222,-2.018181818,20,0
-125,-123,2,-0.016,1.6,0
175,180,5,0.028571429,2.857142857,0
-185,-215,-30,0.162162162,16.21621622,0
-115,-137,-22,0.191304348,19.13043478,1
-150,-156,-6,0.04,4,0
-140,-140,0,0,0,0
-140,-142,-2,0.014285714,1.428571429,1
120,105,-15,-0.125,12.5,1
115,105,-10,-0.086956522,8.695652174,0
-130,-143,-13,0.1,10,1
150,150,0,0,0,0
150,152,2,0.013333333,1.333333333,0
-210,-210,0,0,0,1
-140,-198,-58,0.414285714,41.42857143,1
-105,-105,0,0,0,0
130,110,-20,-0.153846154,15.38461538,1
-125,-124,1,-0.008,0.8,1
120,115,-5,-0.041666667,4.166666667,0
-120,-138,-18,0.15,15,1
130,116,-14,-0.107692308,10.76923077,1
-145,-180,-35,0.24137931,24.13793103,1
-110,-127,-17,0.154545455,15.45454545,0
-185,-209,-24,0.12972973,12.97297297,0
-145,-164,-19,0.131034483,13.10344828,1
-250,-280,-30,0.12,12,0
-140,-158,-18,0.128571429,12.85714286,0
-145,-145,0,0,0,1
105,106,1,0.00952381,0.952380952,0
-145,-158,-13,0.089655172,8.965517241,1
105,-116,-221,-2.104761905,20,0
-105,-101,4,-0.038095238,3.80952381,0
-185,-186,-1,0.005405405,0.540540541,0
140,135,-5,-0.035714286,3.571428571,1
130,133,3,0.023076923,2.307692308,0
150,143,-7,-0.046666667,4.666666667,0
135,120,-15,-0.111111111,11.11111111,1
135,115,-20,-0.148148148,14.81481481,1
100,-106,-206,-2.06,6,0
100,-116,-216,-2.16,16,1
-145,-163,-18,0.124137931,12.4137931,1
-150,-148,2,-0.013333333,1.333333333,1
-105,-121,-16,0.152380952,15.23809524,1
-125,-120,5,-0.04,4,0
-120,-134,-14,0.116666667,11.66666667,1
-115,-110,5,-0.043478261,4.347826087,0
195,190,-5,-0.025641026,2.564102564,0
-170,-174,-4,0.023529412,2.352941176,1
105,102,-3,-0.028571429,2.857142857,1
-110,-118,-8,0.072727273,7.272727273,0
105,-113,-218,-2.076190476,17.14285714,0
150,150,0,0,0,1
100,-112,-212,-2.12,12,1
-160,-185,-25,0.15625,15.625,0
120,118,-2,-0.016666667,1.666666667,1
220,185,-35,-0.159090909,15.90909091,0
130,126,-4,-0.030769231,3.076923077,1
140,130,-10,-0.071428571,7.142857143,0
-105,-140,-35,0.333333333,33.33333333,1
-110,-115,-5,0.045454545,4.545454545,1
-110,-105,5,-0.045454545,4.545454545,1
-140,-158,-18,0.128571429,12.85714286,0
105,-102,-207,-1.971428571,6.666666667,0
140,127,-13,-0.092857143,9.285714286,1
-170,-190,-20,0.117647059,11.76470588,1
-180,-182,-2,0.011111111,1.111111111,1
165,155,-10,-0.060606061,6.060606061,0
150,144,-6,-0.04,4,0
-120,-131,-11,0.091666667,9.166666667,0
150,155,5,0.033333333,3.333333333,0
-135,-134,1,-0.007407407,0.740740741,0
100,-108,-208,-2.08,8,0
105,100,-5,-0.047619048,4.761904762,1
-235,-290,-55,0.234042553,23.40425532,1
-135,-148,-13,0.096296296,9.62962963,1
-165,-192,-27,0.163636364,16.36363636,1
-110,-111,-1,0.009090909,0.909090909,0
125,127,2,0.016,1.6,1
-105,-123,-18,0.171428571,17.14285714,1
105,104,-1,-0.00952381,0.952380952,1
-180,-192,-12,0.066666667,6.666666667,0
-160,-153,7,-0.04375,4.375,1
-170,-166,4,-0.023529412,2.352941176,0
-130,-132,-2,0.015384615,1.538461538,0
-125,-160,-35,0.28,28,1
-140,-148,-8,0.057142857,5.714285714,1
140,142,2,0.014285714,1.428571429,0
-150,-162,-12,0.08,8,0
155,152,-3,-0.019354839,1.935483871,0
110,-106,-216,-1.963636364,14.54545455,0
-150,-150,0,0,0,0
-115,-118,-3,0.026086957,2.608695652,1
105,-113,-218,-2.076190476,17.14285714,0
140,141,1,0.007142857,0.714285714,1
-235,-230,5,-0.021276596,2.127659574,1
135,121,-14,-0.103703704,10.37037037,1
-125,-130,-5,0.04,4,1
120,122,2,0.016666667,1.666666667,0
-145,-155,-10,0.068965517,6.896551724,1
-150,-162,-12,0.08,8,1
105,-110,-215,-2.047619048,14.28571429,0
130,120,-10,-0.076923077,7.692307692,0
100,-105,-205,-2.05,5,1
-180,-172,8,-0.044444444,4.444444444,1
-125,-141,-16,0.128,12.8,0
110,112,2,0.018181818,1.818181818,0
-180,-187,-7,0.038888889,3.888888889,1
185,178,-7,-0.037837838,3.783783784,1
120,103,-17,-0.141666667,14.16666667,1
-210,-206,4,-0.019047619,1.904761905,1
110,108,-2,-0.018181818,1.818181818,0
-150,-153,-3,0.02,2,0
-105,-130,-25,0.238095238,23.80952381,1
-110,-107,3,-0.027272727,2.727272727,1
100,-104,-204,-2.04,4,1
-125,-136,-11,0.088,8.8,1
175,181,6,0.034285714,3.428571429,0
-130,-128,2,-0.015384615,1.538461538,0
-105,-103,2,-0.019047619,1.904761905,0
-185,-180,5,-0.027027027,2.702702703,1
-110,-107,3,-0.027272727,2.727272727,1
100,-104,-204,-2.04,4,1
-130,-132,-2,0.015384615,1.538461538,0
120,114,-6,-0.05,5,1
-125,-127,-2,0.016,1.6,1
145,143,-2,-0.013793103,1.379310345,0
155,155,0,0,0,0
-130,-139,-9,0.069230769,6.923076923,1
125,104,-21,-0.168,16.8,0
125,110,-15,-0.12,12,1
115,105,-10,-0.086956522,8.695652174,0
-235,-230,5,-0.021276596,2.127659574,1
130,119,-11,-0.084615385,8.461538462,1
150,148,-2,-0.013333333,1.333333333,0
110,109,-1,-0.009090909,0.909090909,0
-235,-230,5,-0.021276596,2.127659574,0
100,-103,-203,-2.03,3,1
130,135,5,0.038461538,3.846153846,0
-110,-125,-15,0.136363636,13.63636364,0
105,-109,-214,-2.038095238,13.33333333,0
-125,-136,-11,0.088,8.8,0
-130,-150,-20,0.153846154,15.38461538,1
110,115,5,0.045454545,4.545454545,0
-125,-122,3,-0.024,2.4,1
120,112,-8,-0.066666667,6.666666667,0
120,125,5,0.041666667,4.166666667,1
-245,-250,-5,0.020408163,2.040816327,1
110,110,0,0,0,1
-115,-110,5,-0.043478261,4.347826087,1
-140,-148,-8,0.057142857,5.714285714,0
-110,-112,-2,0.018181818,1.818181818,0
100,-102,-202,-2.02,2,1
-130,-135,-5,0.038461538,3.846153846,0
185,185,0,0,0,0
-125,-127,-2,0.016,1.6,1
-150,-150,0,0,0,0
-145,-145,0,0,0,0
100,-105,-205,-2.05,5,1
105,105,0,0,0,0
-135,-147,-12,0.088888889,8.888888889,1
-165,-185,-20,0.121212121,12.12121212,1
165,172,7,0.042424242,4.242424242,0
-160,-156,4,-0.025,2.5,0
-135,-141,-6,0.044444444,4.444444444,0
-165,-185,-20,0.121212121,12.12121212,1
-170,-183,-13,0.076470588,7.647058824,0
-115,-130,-15,0.130434783,13.04347826,1
-115,-121,-6,0.052173913,5.217391304,1
-140,-143,-3,0.021428571,2.142857143,1
-110,-111,-1,0.009090909,0.909090909,1
-145,-159,-14,0.096551724,9.655172414,1
115,102,-13,-0.113043478,11.30434783,1
-200,-230,-30,0.15,15,1
125,130,5,0.04,4,0
160,150,-10,-0.0625,6.25,0
-210,-230,-20,0.095238095,9.523809524,1
-200,-260,-60,0.3,30,0
-130,-128,2,-0.015384615,1.538461538,1
-165,-178,-13,0.078787879,7.878787879,1
-110,-117,-7,0.063636364,6.363636364,1
-115,-113,2,-0.017391304,1.739130435,0
-130,-131,-1,0.007692308,0.769230769,0
-130,-125,5,-0.038461538,3.846153846,0
-180,-184,-4,0.022222222,2.222222222,1
-145,-149,-4,0.027586207,2.75862069,0
-130,-149,-19,0.146153846,14.61538462,1
-110,-108,2,-0.018181818,1.818181818,1
175,175,0,0,0,0
130,117,-13,-0.1,10,0
-150,-167,-17,0.113333333,11.33333333,0
-120,-130,-10,0.083333333,8.333333333,1
-220,-230,-10,0.045454545,4.545454545,1
100,-102,-202,-2.02,2,0
-135,-132,3,-0.022222222,2.222222222,1
-180,-203,-23,0.127777778,12.77777778,1
-110,-117,-7,0.063636364,6.363636364,1
-105,-106,-1,0.00952381,0.952380952,0
100,102,2,0.02,2,1
-135,-138,-3,0.022222222,2.222222222,0
-140,-142,-2,0.014285714,1.428571429,0
-135,-147,-12,0.088888889,8.888888889,1
150,158,8,0.053333333,5.333333333,1
110,106,-4,-0.036363636,3.636363636,1
-170,-165,5,-0.029411765,2.941176471,1
185,180,-5,-0.027027027,2.702702703,0
-270,-300,-30,0.111111111,11.11111111,1
-160,-178,-18,0.1125,11.25,1
145,136,-9,-0.062068966,6.206896552,0
-160,-154,6,-0.0375,3.75,1
110,100,-10,-0.090909091,9.090909091,0
135,127,-8,-0.059259259,5.925925926,0
120,118,-2,-0.016666667,1.666666667,0
-135,-139,-4,0.02962963,2.962962963,1
-270,-310,-40,0.148148148,14.81481481,1
-140,-150,-10,0.071428571,7.142857143,1
-300,-290,10,-0.033333333,3.333333333,1
150,145,-5,-0.033333333,3.333333333,1
-120,-138,-18,0.15,15,0
-165,-172,-7,0.042424242,4.242424242,1
115,105,-10,-0.086956522,8.695652174,0
-145,-150,-5,0.034482759,3.448275862,1
-170,-174,-4,0.023529412,2.352941176,1
-115,-118,-3,0.026086957,2.608695652,0
-120,-115,5,-0.041666667,4.166666667,1
190,190,0,0,0,0
-105,-101,4,-0.038095238,3.80952381,1
-120,-121,-1,0.008333333,0.833333333,0
115,107,-8,-0.069565217,6.956521739,0
255,236,-19,-0.074509804,7.450980392,1
-160,-162,-2,0.0125,1.25,0
110,-104,-214,-1.945454545,12.72727273,1
-130,-126,4,-0.030769231,3.076923077,1
-130,-126,4,-0.030769231,3.076923077,0
140,144,4,0.028571429,2.857142857,0
180,164,-16,-0.088888889,8.888888889,0
125,114,-11,-0.088,8.8,0
195,205,10,0.051282051,5.128205128,1
-110,-129,-19,0.172727273,17.27272727,1
195,200,5,0.025641026,2.564102564,0
-185,-178,7,-0.037837838,3.783783784,1
-130,-145,-15,0.115384615,11.53846154,1
-195,-192,3,-0.015384615,1.538461538,1
115,116,1,0.008695652,0.869565217,0
200,180,-20,-0.1,10,0
115,119,4,0.034782609,3.47826087,0
-125,-125,0,0,0,1
-110,-130,-20,0.181818182,18.18181818,1
-140,-135,5,-0.035714286,3.571428571,0
-165,-200,-35,0.212121212,21.21212121,1
135,140,5,0.037037037,3.703703704,1
170,162,-8,-0.047058824,4.705882353,0
165,158,-7,-0.042424242,4.242424242,0
-160,-158,2,-0.0125,1.25,1
-125,-134,-9,0.072,7.2,1
100,-122,-222,-2.22,22,1
-145,-144,1,-0.006896552,0.689655172,0
130,130,0,0,0,0
125,130,5,0.04,4,1
-160,-160,0,0,0,1
130,122,-8,-0.061538462,6.153846154,0
-105,-103,2,-0.019047619,1.904761905,1
-115,-125,-10,0.086956522,8.695652174,1
-235,-240,-5,0.021276596,2.127659574,0
170,163,-7,-0.041176471,4.117647059,0
155,143,-12,-0.077419355,7.741935484,0
-125,-122,3,-0.024,2.4,0
-170,-165,5,-0.029411765,2.941176471,1
130,120,-10,-0.076923077,7.692307692,1
-190,-185,5,-0.026315789,2.631578947,1
100,104,4,0.04,4,0
-130,-128,2,-0.015384615,1.538461538,1
-115,-130,-15,0.130434783,13.04347826,0
105,-115,-220,-2.095238095,19.04761905,0
-105,-113,-8,0.076190476,7.619047619,1
-140,-136,4,-0.028571429,2.857142857,0
-180,-200,-20,0.111111111,11.11111111,0
145,152,7,0.048275862,4.827586207,0
275,255,-20,-0.072727273,7.272727273,0
155,160,5,0.032258065,3.225806452,0
135,137,2,0.014814815,1.481481481,1
-130,-125,5,-0.038461538,3.846153846,1
130,132,2,0.015384615,1.538461538,1
115,108,-7,-0.060869565,6.086956522,0
145,148,3,0.020689655,2.068965517,0
145,148,3,0.020689655,2.068965517,0
200,204,4,0.02,2,0
-115,-132,-17,0.147826087,14.7826087,1
-150,-147,3,-0.02,2,0
185,190,5,0.027027027,2.702702703,0
110,103,-7,-0.063636364,6.363636364,1
-180,-182,-2,0.011111111,1.111111111,1
155,144,-11,-0.070967742,7.096774194,1
-170,-176,-6,0.035294118,3.529411765,1
130,106,-24,-0.184615385,18.46153846,0
105,-104,-209,-1.99047619,8.571428571,0
-135,-130,5,-0.037037037,3.703703704,1
190,199,9,0.047368421,4.736842105,0
150,160,10,0.066666667,6.666666667,1
-110,-129,-19,0.172727273,17.27272727,1
150,141,-9,-0.06,6,0
145,149,4,0.027586207,2.75862069,1
165,166,1,0.006060606,0.606060606,1
190,178,-12,-0.063157895,6.315789474,0
-130,-138,-8,0.061538462,6.153846154,1
-190,-186,4,-0.021052632,2.105263158,1
-140,-138,2,-0.014285714,1.428571429,0
-165,-200,-35,0.212121212,21.21212121,0
-160,-155,5,-0.03125,3.125,1
135,137,2,0.014814815,1.481481481,1
-110,-107,3,-0.027272727,2.727272727,1
-200,-205,-5,0.025,2.5,1
-110,-109,1,-0.009090909,0.909090909,1
130,119,-11,-0.084615385,8.461538462,1
-115,-125,-10,0.086956522,8.695652174,0
-120,-126,-6,0.05,5,0
-110,-115,-5,0.045454545,4.545454545,0
-110,-116,-6,0.054545455,5.454545455,1
160,139,-21,-0.13125,13.125,0
105,-115,-220,-2.095238095,19.04761905,0
-220,-230,-10,0.045454545,4.545454545,1
-130,-125,5,-0.038461538,3.846153846,1
110,-102,-212,-1.927272727,10.90909091,1
145,145,0,0,0,0
110,104,-6,-0.054545455,5.454545455,0
110,113,3,0.027272727,2.727272727,0
-200,-206,-6,0.03,3,1
-130,-140,-10,0.076923077,7.692307692,0
120,103,-17,-0.141666667,14.16666667,1
105,-114,-219,-2.085714286,18.0952381,1
-135,-143,-8,0.059259259,5.925925926,1
-135,-132,3,-0.022222222,2.222222222,1
135,112,-23,-0.17037037,17.03703704,0
145,117,-28,-0.193103448,19.31034483,0
160,161,1,0.00625,0.625,0
175,163,-12,-0.068571429,6.857142857,0
-135,-139,-4,0.02962963,2.962962963,1
120,122,2,0.016666667,1.666666667,1
125,126,1,0.008,0.8,0
-115,-122,-7,0.060869565,6.086956522,1
145,150,5,0.034482759,3.448275862,1
-145,-155,-10,0.068965517,6.896551724,0
-135,-132,3,-0.022222222,2.222222222,0
-115,-114,1,-0.008695652,0.869565217,0
-115,-130,-15,0.130434783,13.04347826,1
-170,-260,-90,0.529411765,52.94117647,1
130,129,-1,-0.007692308,0.769230769,0
-125,-122,3,-0.024,2.4,0
-130,-132,-2,0.015384615,1.538461538,1
-160,-163,-3,0.01875,1.875,1
110,108,-2,-0.018181818,1.818181818,1
125,128,3,0.024,2.4,1
110,102,-8,-0.072727273,7.272727273,1
105,-101,-206,-1.961904762,5.714285714,1
-110,-106,4,-0.036363636,3.636363636,1
130,129,-1,-0.007692308,0.769230769,0
-115,-124,-9,0.07826087,7.826086957,0
-275,-265,10,-0.036363636,3.636363636,0
-185,-188,-3,0.016216216,1.621621622,1
-110,-116,-6,0.054545455,5.454545455,0
125,118,-7,-0.056,5.6,0
-105,-122,-17,0.161904762,16.19047619,0
-170,-164,6,-0.035294118,3.529411765,0
-105,-113,-8,0.076190476,7.619047619,0
105,105,0,0,0,1
-200,-200,0,0,0,1
-120,-124,-4,0.033333333,3.333333333,0
-145,-158,-13,0.089655172,8.965517241,1
-105,-109,-4,0.038095238,3.80952381,0
-170,-215,-45,0.264705882,26.47058824,1
-110,-138,-28,0.254545455,25.45454545,1
-110,-112,-2,0.018181818,1.818181818,1
-160,-205,-45,0.28125,28.125,1
-160,-174,-14,0.0875,8.75,1
130,134,4,0.030769231,3.076923077,0
135,128,-7,-0.051851852,5.185185185,1
145,147,2,0.013793103,1.379310345,0
105,105,0,0,0,1
-115,-118,-3,0.026086957,2.608695652,1
100,100,0,0,0,0
-110,-117,-7,0.063636364,6.363636364,1
-115,-119,-4,0.034782609,3.47826087,1
-120,-131,-11,0.091666667,9.166666667,1
-150,-154,-4,0.026666667,2.666666667,0
-210,-250,-40,0.19047619,19.04761905,0
-190,-200,-10,0.052631579,5.263157895,1
140,135,-5,-0.035714286,3.571428571,0
-170,-188,-18,0.105882353,10.58823529,1
-200,-230,-30,0.15,15,1
110,101,-9,-0.081818182,8.181818182,0
-170,-183,-13,0.076470588,7.647058824,0
-235,-280,-45,0.191489362,19.14893617,1
110,110,0,0,0,0
-145,-145,0,0,0,0
-135,-140,-5,0.037037037,3.703703704,1
105,101,-4,-0.038095238,3.80952381,1
-170,-168,2,-0.011764706,1.176470588,0
-270,-310,-40,0.148148148,14.81481481,1
-170,-174,-4,0.023529412,2.352941176,1
-225,-255,-30,0.133333333,13.33333333,0
-160,-162,-2,0.0125,1.25,1
-125,-123,2,-0.016,1.6,0
-105,-120,-15,0.142857143,14.28571429,1
110,112,2,0.018181818,1.818181818,0
-180,-200,-20,0.111111111,11.11111111,0
-115,-111,4,-0.034782609,3.47826087,0
-160,-155,5,-0.03125,3.125,1
175,161,-14,-0.08,8,0
100,-107,-207,-2.07,7,1
-120,-120,0,0,0,1
-260,-255,5,-0.019230769,1.923076923,1
-190,-204,-14,0.073684211,7.368421053,1
-270,-260,10,-0.037037037,3.703703704,0
-270,-270,0,0,0,1
135,139,4,0.02962963,2.962962963,0
145,143,-2,-0.013793103,1.379310345,0
-120,-119,1,-0.008333333,0.833333333,1
105,108,3,0.028571429,2.857142857,0
215,185,-30,-0.139534884,13.95348837,1
245,205,-40,-0.163265306,16.32653061,0
135,130,-5,-0.037037037,3.703703704,1
110,108,-2,-0.018181818,1.818181818,1
115,114,-1,-0.008695652,0.869565217,0
160,165,5,0.03125,3.125,0
130,130,0,0,0,1
235,240,5,0.021276596,2.127659574,0
-190,-200,-10,0.052631579,5.263157895,1
-245,-250,-5,0.020408163,2.040816327,1
165,155,-10,-0.060606061,6.060606061,1
-150,-147,3,-0.02,2,0
140,140,0,0,0,1
125,120,-5,-0.04,4,0
-110,-107,3,-0.027272727,2.727272727,1
-135,-160,-25,0.185185185,18.51851852,0
166,156,-10,-0.060240964,6.024096386,0
110,103,-7,-0.063636364,6.363636364,0
-150,-155,-5,0.033333333,3.333333333,1
-120,-130,-10,0.083333333,8.333333333,1
-145,-145,0,0,0,1
-160,-165,-5,0.03125,3.125,1
165,159,-6,-0.036363636,3.636363636,0
-145,-154,-9,0.062068966,6.206896552,0
-140,-158,-18,0.128571429,12.85714286,1
-150,-150,0,0,0,1
-320,-350,-30,0.09375,9.375,0
100,-105,-205,-2.05,5,1
135,124,-11,-0.081481481,8.148148148,0
140,147,7,0.05,5,1
-200,-245,-45,0.225,22.5,1
-160,-155,5,-0.03125,3.125,1
-170,-172,-2,0.011764706,1.176470588,1
-150,-150,0,0,0,1
135,141,6,0.044444444,4.444444444,0
-185,-220,-35,0.189189189,18.91891892,1
-180,-220,-40,0.222222222,22.22222222,1
120,118,-2,-0.016666667,1.666666667,0
275,260,-15,-0.054545455,5.454545455,1
-185,-190,-5,0.027027027,2.702702703,0
100,-109,-209,-2.09,9,1
-190,-210,-20,0.105263158,10.52631579,1
-145,-150,-5,0.034482759,3.448275862,1
-160,-160,0,0,0,1
-195,-220,-25,0.128205128,12.82051282,0
-160,-186,-26,0.1625,16.25,1
-150,-148,2,-0.013333333,1.333333333,1
105,106,1,0.00952381,0.952380952,1
-185,-245,-60,0.324324324,32.43243243,0
145,134,-11,-0.075862069,7.586206897,0
125,110,-15,-0.12,12,0
260,250,-10,-0.038461538,3.846153846,1
170,175,5,0.029411765,2.941176471,0
-110,-123,-13,0.118181818,11.81818182,0
160,165,5,0.03125,3.125,1
155,129,-26,-0.167741935,16.77419355,1
-140,-139,1,-0.007142857,0.714285714,1
-235,-240,-5,0.021276596,2.127659574,1
100,-125,-225,-2.25,25,1
-170,-163,7,-0.041176471,4.117647059,0
120,120,0,0,0,1
-130,-147,-17,0.130769231,13.07692308,0
175,170,-5,-0.028571429,2.857142857,1
-250,-240,10,-0.04,4,1
-140,-143,-3,0.021428571,2.142857143,1
-170,-180,-10,0.058823529,5.882352941,0
-170,-170,0,0,0,1
105,106,1,0.00952381,0.952380952,0
140,106,-34,-0.242857143,24.28571429,0
100,-118,-218,-2.18,18,1
135,136,1,0.007407407,0.740740741,0
140,-102,-242,-1.728571429,30,0
-105,-101,4,-0.038095238,3.80952381,0
-135,-146,-11,0.081481481,8.148148148,1
-115,-119,-4,0.034782609,3.47826087,1
155,148,-7,-0.04516129,4.516129032,0
140,134,-6,-0.042857143,4.285714286,0
-110,-106,4,-0.036363636,3.636363636,1
155,162,7,0.04516129,4.516129032,0
105,-112,-217,-2.066666667,16.19047619,1
-105,-116,-11,0.104761905,10.47619048,1
-160,-153,7,-0.04375,4.375,0
145,140,-5,-0.034482759,3.448275862,0
115,115,0,0,0,0
110,108,-2,-0.018181818,1.818181818,1
-180,-232,-52,0.288888889,28.88888889,1
-115,-111,4,-0.034782609,3.47826087,1
150,143,-7,-0.046666667,4.666666667,0
-115,-120,-5,0.043478261,4.347826087,1
125,106,-19,-0.152,15.2,0
120,-104,-224,-1.866666667,20,1
145,128,-17,-0.117241379,11.72413793,0
-120,-139,-19,0.158333333,15.83333333,1
-195,-200,-5,0.025641026,2.564102564,1
-135,-157,-22,0.162962963,16.2962963,0
160,135,-25,-0.15625,15.625,1
130,125,-5,-0.038461538,3.846153846,0
165,168,3,0.018181818,1.818181818,1
-130,-130,0,0,0,1
105,105,0,0,0,0
155,160,5,0.032258065,3.225806452,0
-145,-153,-8,0.055172414,5.517241379,1
-160,-190,-30,0.1875,18.75,1
-160,-168,-8,0.05,5,0
150,130,-20,-0.133333333,13.33333333,0
-180,-175,5,-0.027777778,2.777777778,0
-135,-135,0,0,0,1
-110,-112,-2,0.018181818,1.818181818,0
-220,-240,-20,0.090909091,9.090909091,1
-140,-138,2,-0.014285714,1.428571429,1
130,133,3,0.023076923,2.307692308,0
160,160,0,0,0,1
-190,-210,-20,0.105263158,10.52631579,0
145,112,-33,-0.227586207,22.75862069,1
-180,-190,-10,0.055555556,5.555555556,0
150,115,-35,-0.233333333,23.33333333,1
-140,-150,-10,0.071428571,7.142857143,0
-225,-250,-25,0.111111111,11.11111111,0
-115,-125,-10,0.086956522,8.695652174,0
170,176,6,0.035294118,3.529411765,0
-150,-160,-10,0.066666667,6.666666667,0
-105,-124,-19,0.180952381,18.0952381,1
-120,-130,-10,0.083333333,8.333333333,0
-180,-184,-4,0.022222222,2.222222222,0
-125,-134,-9,0.072,7.2,0
-130,-136,-6,0.046153846,4.615384615,1
-125,-126,-1,0.008,0.8,1
-135,-130,5,-0.037037037,3.703703704,0
160,152,-8,-0.05,5,0
165,170,5,0.03030303,3.03030303,1
-170,-167,3,-0.017647059,1.764705882,1
-115,-118,-3,0.026086957,2.608695652,1
-160,-156,4,-0.025,2.5,1
-110,-113,-3,0.027272727,2.727272727,0
-145,-163,-18,0.124137931,12.4137931,1
140,143,3,0.021428571,2.142857143,1
140,141,1,0.007142857,0.714285714,0
145,150,5,0.034482759,3.448275862,1
-140,-138,2,-0.014285714,1.428571429,0
100,-106,-206,-2.06,6,0
155,158,3,0.019354839,1.935483871,0
-180,-170,10,-0.055555556,5.555555556,0
155,140,-15,-0.096774194,9.677419355,0
105,-112,-217,-2.066666667,16.19047619,0
130,132,2,0.015384615,1.538461538,1
-115,-129,-14,0.12173913,12.17391304,0
190,169,-21,-0.110526316,11.05263158,0
-145,-154,-9,0.062068966,6.206896552,1
110,-118,-228,-2.072727273,25.45454545,0
125,116,-9,-0.072,7.2,0
-200,-200,0,0,0,1
-180,-170,10,-0.055555556,5.555555556,1
105,107,2,0.019047619,1.904761905,1
140,146,6,0.042857143,4.285714286,0
105,105,0,0,0,1
-105,-104,1,-0.00952381,0.952380952,1
-115,-111,4,-0.034782609,3.47826087,1
-140,-148,-8,0.057142857,5.714285714,1
-165,-172,-7,0.042424242,4.242424242,0
120,124,4,0.033333333,3.333333333,1
130,127,-3,-0.023076923,2.307692308,0
120,124,4,0.033333333,3.333333333,0
150,138,-12,-0.08,8,0
-145,-152,-7,0.048275862,4.827586207,1
-195,-200,-5,0.025641026,2.564102564,1
-110,-117,-7,0.063636364,6.363636364,0
145,133,-12,-0.082758621,8.275862069,0
-225,-270,-45,0.2,20,0
195,176,-19,-0.097435897,9.743589744,0
125,122,-3,-0.024,2.4,0
115,112,-3,-0.026086957,2.608695652,0
-140,-140,0,0,0,1
115,116,1,0.008695652,0.869565217,1
120,122,2,0.016666667,1.666666667,1
-190,-230,-40,0.210526316,21.05263158,1
120,108,-12,-0.1,10,1
115,118,3,0.026086957,2.608695652,0
165,170,5,0.03030303,3.03030303,0
165,170,5,0.03030303,3.03030303,1
100,-110,-210,-2.1,10,0
100,101,1,0.01,1,1
-200,-205,-5,0.025,2.5,0
-275,-296,-21,0.076363636,7.636363636,1
-170,-208,-38,0.223529412,22.35294118,0
100,102,2,0.02,2,0
-170,-180,-10,0.058823529,5.882352941,1
125,116,-9,-0.072,7.2,0
175,180,5,0.028571429,2.857142857,0
-120,-127,-7,0.058333333,5.833333333,1
-110,-106,4,-0.036363636,3.636363636,1
-105,-107,-2,0.019047619,1.904761905,1
-130,-155,-25,0.192307692,19.23076923,0
-180,-219,-39,0.216666667,21.66666667,1
-105,-128,-23,0.219047619,21.9047619,1
-190,-220,-30,0.157894737,15.78947368,0
-145,-169,-24,0.165517241,16.55172414,0
180,175,-5,-0.027777778,2.777777778,0
-235,-300,-65,0.276595745,27.65957447,1
-180,-186,-6,0.033333333,3.333333333,0
-170,-172,-2,0.011764706,1.176470588,1
-115,-119,-4,0.034782609,3.47826087,1
-225,-220,5,-0.022222222,2.222222222,1
