Open,Close,Diff.,Diff. Dec.,Diff. %,Result
158,126,-32,-0.202531646,20.25316456,1
105,106,1,0.00952381,0.952380952,1
-170,-174,-4,0.023529412,2.352941176,1
-110,-118,-8,0.072727273,7.272727273,0
192,176,-16,-0.083333333,8.333333333,1
110,104,-6,-0.054545455,5.454545455,1
-200,-250,-50,0.25,25,0
-260,-255,5,-0.019230769,1.923076923,1
-120,-140,-20,0.166666667,16.66666667,0
-130,-126,4,-0.030769231,3.076923077,0
125,120,-5,-0.04,4,1
-180,-189,-9,0.05,5,0
192,168,-24,-0.125,12.5,1
-110,-111,-1,0.009090909,0.909090909,1
-143,-145,-2,0.013986014,1.398601399,0
151,147,-4,-0.026490066,2.649006623,0
155,135,-20,-0.129032258,12.90322581,0
-160,-172,-12,0.075,7.5,0
245,240,-5,-0.020408163,2.040816327,0
140,125,-15,-0.107142857,10.71428571,0
-130,-155,-25,0.192307692,19.23076923,0
-170,-180,-10,0.058823529,5.882352941,0
-120,-115,5,-0.041666667,4.166666667,1
-160,-176,-16,0.1,10,1
103,-102,-205,-1.990291262,4.854368932,0
-133,-135,-2,0.015037594,1.503759398,0
-105,-110,-5,0.047619048,4.761904762,0
170,176,6,0.035294118,3.529411765,0
-130,-144,-14,0.107692308,10.76923077,1
-131,-130,1,-0.007633588,0.763358779,0
144,131,-13,-0.090277778,9.027777778,1
144,137,-7,-0.048611111,4.861111111,0
-110,-159,-49,0.445454545,44.54545455,0
105,109,4,0.038095238,3.80952381,1
146,116,-30,-0.205479452,20.54794521,0
-165,-185,-20,0.121212121,12.12121212,1
100,-102,-202,-2.02,2,1
-110,-117,-7,0.063636364,6.363636364,1
100,-113,-213,-2.13,13,1
115,101,-14,-0.12173913,12.17391304,1
110,-108,-218,-1.981818182,16.36363636,0
-120,-130,-10,0.083333333,8.333333333,1
130,119,-11,-0.084615385,8.461538462,0
-120,-118,2,-0.016666667,1.666666667,0
125,106,-19,-0.152,15.2,0
110,-105,-215,-1.954545455,13.63636364,0
110,-105,-215,-1.954545455,13.63636364,0
-122,-127,-5,0.040983607,4.098360656,1
-130,-128,2,-0.015384615,1.538461538,1
-133,-135,-2,0.015037594,1.503759398,0
125,118,-7,-0.056,5.6,0
-140,-137,3,-0.021428571,2.142857143,1
-275,-280,-5,0.018181818,1.818181818,1
102,-115,-217,-2.12745098,16.66666667,0
-176,-176,0,0,0,1
192,132,-60,-0.3125,31.25,1
-126,-138,-12,0.095238095,9.523809524,0
-180,-200,-20,0.111111111,11.11111111,0
-175,-180,-5,0.028571429,2.857142857,1
120,115,-5,-0.041666667,4.166666667,1
-143,-140,3,-0.020979021,2.097902098,0
-235,-250,-15,0.063829787,6.382978723,0
-107,-108,-1,0.009345794,0.934579439,0
115,-112,-227,-1.973913043,23.47826087,1
-110,-110,0,0,0,0
-130,-150,-20,0.153846154,15.38461538,1
-110,-122,-12,0.109090909,10.90909091,0
-145,-155,-10,0.068965517,6.896551724,1
-110,-115,-5,0.045454545,4.545454545,1
-110,-108,2,-0.018181818,1.818181818,1
-110,-105,5,-0.045454545,4.545454545,1
-135,-165,-30,0.222222222,22.22222222,0
-110,-115,-5,0.045454545,4.545454545,0
100,-102,-202,-2.02,2,1
-210,-220,-10,0.047619048,4.761904762,0
172,178,6,0.034883721,3.488372093,1
-130,-142,-12,0.092307692,9.230769231,1
-110,-111,-1,0.009090909,0.909090909,1
140,135,-5,-0.035714286,3.571428571,1
120,115,-5,-0.041666667,4.166666667,1
105,-112,-217,-2.066666667,16.19047619,1
100,-102,-202,-2.02,2,0
-105,-107,-2,0.019047619,1.904761905,0
-103,-105,-2,0.019417476,1.941747573,1
176,169,-7,-0.039772727,3.977272727,0
-105,-116,-11,0.104761905,10.47619048,0
176,175,-1,-0.005681818,0.568181818,0
-120,-118,2,-0.016666667,1.666666667,1
125,108,-17,-0.136,13.6,1
103,102,-1,-0.009708738,0.970873786,1
113,105,-8,-0.07079646,7.079646018,0
-120,-120,0,0,0,1
160,149,-11,-0.06875,6.875,0
-200,-196,4,-0.02,2,0
-170,-168,2,-0.011764706,1.176470588,0
115,113,-2,-0.017391304,1.739130435,1
100,-112,-212,-2.12,12,1
-160,-172,-12,0.075,7.5,0
-126,-128,-2,0.015873016,1.587301587,0
-110,-110,0,0,0,0
-135,-155,-20,0.148148148,14.81481481,1
-135,-140,-5,0.037037037,3.703703704,0
-130,-140,-10,0.076923077,7.692307692,0
-121,-123,-2,0.016528926,1.652892562,0
-121,-133,-12,0.099173554,9.917355372,1
135,132,-3,-0.022222222,2.222222222,1
122,-110,-232,-1.901639344,26.2295082,1
131,130,-1,-0.007633588,0.763358779,0
157,159,2,0.012738854,1.27388535,1
-110,-112,-2,0.018181818,1.818181818,0
153,154,1,0.006535948,0.653594771,1
114,114,0,0,0,0
104,105,1,0.009615385,0.961538462,1
-142,-158,-16,0.112676056,11.26760563,1
-271,-300,-29,0.10701107,10.70110701,1
-125,-155,-30,0.24,24,1
105,-104,-209,-1.99047619,8.571428571,1
120,113,-7,-0.058333333,5.833333333,0
-125,-134,-9,0.072,7.2,1
140,136,-4,-0.028571429,2.857142857,1
-130,-127,3,-0.023076923,2.307692308,1
-130,-141,-11,0.084615385,8.461538462,1
-130,-154,-24,0.184615385,18.46153846,1
120,100,-20,-0.166666667,16.66666667,0
-150,-161,-11,0.073333333,7.333333333,0
-130,-160,-30,0.230769231,23.07692308,1
125,129,4,0.032,3.2,0
-145,-153,-8,0.055172414,5.517241379,1
-101,-110,-9,0.089108911,8.910891089,1
105,-105,-210,-2,9.523809524,0
-190,-186,4,-0.021052632,2.105263158,0
-155,-174,-19,0.122580645,12.25806452,1
144,137,-7,-0.048611111,4.861111111,1
140,136,-4,-0.028571429,2.857142857,0
-190,-194,-4,0.021052632,2.105263158,0
-115,-114,1,-0.008695652,0.869565217,1
-145,-147,-2,0.013793103,1.379310345,1
-105,-120,-15,0.142857143,14.28571429,1
-115,-137,-22,0.191304348,19.13043478,1
-150,-158,-8,0.053333333,5.333333333,1
-165,-170,-5,0.03030303,3.03030303,1
-200,-210,-10,0.05,5,0
135,135,0,0,0,0
-120,-125,-5,0.041666667,4.166666667,1
120,122,2,0.016666667,1.666666667,0
-115,-110,5,-0.043478261,4.347826087,1
-150,-156,-6,0.04,4,1
110,114,4,0.036363636,3.636363636,1
120,113,-7,-0.058333333,5.833333333,1
175,175,0,0,0,0
-125,-126,-1,0.008,0.8,0
115,105,-10,-0.086956522,8.695652174,0
110,106,-4,-0.036363636,3.636363636,0
175,165,-10,-0.057142857,5.714285714,0
-135,-138,-3,0.022222222,2.222222222,0
175,170,-5,-0.028571429,2.857142857,1
115,119,4,0.034782609,3.47826087,1
165,170,5,0.03030303,3.03030303,1
-165,-198,-33,0.2,20,1
150,153,3,0.02,2,1
-110,-107,3,-0.027272727,2.727272727,1
-165,-165,0,0,0,1
-170,-185,-15,0.088235294,8.823529412,0
-110,-105,5,-0.045454545,4.545454545,1
-120,-119,1,-0.008333333,0.833333333,0
150,150,0,0,0,1
100,-102,-202,-2.02,2,0
145,150,5,0.034482759,3.448275862,0
-165,-177,-12,0.072727273,7.272727273,1
145,150,5,0.034482759,3.448275862,0
140,135,-5,-0.035714286,3.571428571,0
-110,-109,1,-0.009090909,0.909090909,0
140,138,-2,-0.014285714,1.428571429,1
-170,-165,5,-0.029411765,2.941176471,0
-225,-260,-35,0.155555556,15.55555556,0
-110,-113,-3,0.027272727,2.727272727,0
-170,-176,-6,0.035294118,3.529411765,1
105,-112,-217,-2.066666667,16.19047619,1
135,142,7,0.051851852,5.185185185,1
-235,-245,-10,0.042553191,4.255319149,0
-180,-190,-10,0.055555556,5.555555556,1
-105,-113,-8,0.076190476,7.619047619,1
130,107,-23,-0.176923077,17.69230769,1
-150,-146,4,-0.026666667,2.666666667,0
-110,-113,-3,0.027272727,2.727272727,1
-200,-210,-10,0.05,5,1
-135,-133,2,-0.014814815,1.481481481,1
100,-105,-205,-2.05,5,1
-160,-156,4,-0.025,2.5,1
-135,-142,-7,0.051851852,5.185185185,1
-125,-122,3,-0.024,2.4,1
150,137,-13,-0.086666667,8.666666667,0
-170,-170,0,0,0,1
110,115,5,0.045454545,4.545454545,0
-220,-210,10,-0.045454545,4.545454545,1
110,115,5,0.045454545,4.545454545,0
-250,-270,-20,0.08,8,0
-165,-176,-11,0.066666667,6.666666667,0
115,107,-8,-0.069565217,6.956521739,1
125,120,-5,-0.04,4,1
-160,-200,-40,0.25,25,0
135,118,-17,-0.125925926,12.59259259,0
-170,-180,-10,0.058823529,5.882352941,0
-110,-112,-2,0.018181818,1.818181818,0
-160,-160,0,0,0,0
115,-101,-216,-1.87826087,13.91304348,1
175,180,5,0.028571429,2.857142857,0
-140,-146,-6,0.042857143,4.285714286,1
100,-116,-216,-2.16,16,0
-145,-160,-15,0.103448276,10.34482759,0
-110,-125,-15,0.136363636,13.63636364,0
-125,-120,5,-0.04,4,1
110,-108,-218,-1.981818182,16.36363636,1
-125,-125,0,0,0,1
-200,-196,4,-0.02,2,1
-350,-400,-50,0.142857143,14.28571429,1
-125,-126,-1,0.008,0.8,1
145,145,0,0,0,0
-135,-140,-5,0.037037037,3.703703704,1
125,128,3,0.024,2.4,0
-130,-129,1,-0.007692308,0.769230769,0
-145,-148,-3,0.020689655,2.068965517,0
-115,-120,-5,0.043478261,4.347826087,1
-125,-147,-22,0.176,17.6,1
-160,-155,5,-0.03125,3.125,0
100,-103,-203,-2.03,3,1
-135,-150,-15,0.111111111,11.11111111,1
-115,-125,-10,0.086956522,8.695652174,0
-180,-172,8,-0.044444444,4.444444444,0
-170,-174,-4,0.023529412,2.352941176,1
-210,-215,-5,0.023809524,2.380952381,1
-115,-144,-29,0.252173913,25.2173913,0
145,152,7,0.048275862,4.827586207,0
-170,-185,-15,0.088235294,8.823529412,0
-110,-109,1,-0.009090909,0.909090909,1
-180,-174,6,-0.033333333,3.333333333,0
-140,-136,4,-0.028571429,2.857142857,1
-140,-138,2,-0.014285714,1.428571429,0
-145,-153,-8,0.055172414,5.517241379,1
120,120,0,0,0,0
-160,-162,-2,0.0125,1.25,1
-190,-200,-10,0.052631579,5.263157895,1
130,132,2,0.015384615,1.538461538,0
-170,-180,-10,0.058823529,5.882352941,0
-115,-125,-10,0.086956522,8.695652174,0
-250,-240,10,-0.04,4,1
115,115,0,0,0,1
-165,-158,7,-0.042424242,4.242424242,0
-180,-210,-30,0.166666667,16.66666667,1
125,110,-15,-0.12,12,1
-190,-200,-10,0.052631579,5.263157895,1
-140,-154,-14,0.1,10,0
120,115,-5,-0.041666667,4.166666667,1
-110,-110,0,0,0,0
-130,-130,0,0,0,1
-185,-178,7,-0.037837838,3.783783784,1
155,163,8,0.051612903,5.161290323,0
-105,-112,-7,0.066666667,6.666666667,1
-110,-148,-38,0.345454545,34.54545455,1
-110,-120,-10,0.090909091,9.090909091,1
120,115,-5,-0.041666667,4.166666667,1
-140,-145,-5,0.035714286,3.571428571,1
110,114,4,0.036363636,3.636363636,0
165,155,-10,-0.060606061,6.060606061,0
-235,-245,-10,0.042553191,4.255319149,0
-110,-115,-5,0.045454545,4.545454545,1
160,160,0,0,0,0
-145,-155,-10,0.068965517,6.896551724,0
-125,-137,-12,0.096,9.6,0
-115,-113,2,-0.017391304,1.739130435,0
-115,-120,-5,0.043478261,4.347826087,1
110,111,1,0.009090909,0.909090909,0
105,-111,-216,-2.057142857,15.23809524,0
-110,-125,-15,0.136363636,13.63636364,0
170,160,-10,-0.058823529,5.882352941,1
-220,-230,-10,0.045454545,4.545454545,0
-135,-153,-18,0.133333333,13.33333333,0
-115,-112,3,-0.026086957,2.608695652,1
130,101,-29,-0.223076923,22.30769231,0
-135,-131,4,-0.02962963,2.962962963,1
120,122,2,0.016666667,1.666666667,1
155,149,-6,-0.038709677,3.870967742,1
210,202,-8,-0.038095238,3.80952381,0
-110,-112,-2,0.018181818,1.818181818,0
-135,-131,4,-0.02962963,2.962962963,1
165,164,-1,-0.006060606,0.606060606,1
-165,-176,-11,0.066666667,6.666666667,0
150,144,-6,-0.04,4,0
105,-104,-209,-1.99047619,8.571428571,1
-130,-132,-2,0.015384615,1.538461538,0
-130,-126,4,-0.030769231,3.076923077,1
-110,-116,-6,0.054545455,5.454545455,0
-120,-115,5,-0.041666667,4.166666667,0
-120,-119,1,-0.008333333,0.833333333,0
-105,-102,3,-0.028571429,2.857142857,0
105,-113,-218,-2.076190476,17.14285714,1
-140,-137,3,-0.021428571,2.142857143,1
170,175,5,0.029411765,2.941176471,1
185,177,-8,-0.043243243,4.324324324,0
170,162,-8,-0.047058824,4.705882353,1
-135,-133,2,-0.014814815,1.481481481,0
130,120,-10,-0.076923077,7.692307692,0
-135,-144,-9,0.066666667,6.666666667,0
-140,-148,-8,0.057142857,5.714285714,1
120,118,-2,-0.016666667,1.666666667,0
115,118,3,0.026086957,2.608695652,0
130,132,2,0.015384615,1.538461538,1
-210,-210,0,0,0,1
-135,-142,-7,0.051851852,5.185185185,0
135,142,7,0.051851852,5.185185185,0
-145,-146,-1,0.006896552,0.689655172,1
-105,-119,-14,0.133333333,13.33333333,0
135,134,-1,-0.007407407,0.740740741,0
-130,-141,-11,0.084615385,8.461538462,1
125,117,-8,-0.064,6.4,0
160,160,0,0,0,1
-130,-139,-9,0.069230769,6.923076923,0
-170,-166,4,-0.023529412,2.352941176,0
-180,-185,-5,0.027777778,2.777777778,1
-180,-190,-10,0.055555556,5.555555556,1
-130,-133,-3,0.023076923,2.307692308,0
105,105,0,0,0,0
-135,-145,-10,0.074074074,7.407407407,1
150,147,-3,-0.02,2,0
125,115,-10,-0.08,8,1
-180,-180,0,0,0,0
-110,-108,2,-0.018181818,1.818181818,1
125,124,-1,-0.008,0.8,0
-145,-140,5,-0.034482759,3.448275862,0
155,156,1,0.006451613,0.64516129,0
105,102,-3,-0.028571429,2.857142857,0
-115,-111,4,-0.034782609,3.47826087,1
135,133,-2,-0.014814815,1.481481481,0
-130,-137,-7,0.053846154,5.384615385,0
270,270,0,0,0,0
-140,-146,-6,0.042857143,4.285714286,1
155,149,-6,-0.038709677,3.870967742,1
-125,-130,-5,0.04,4,1
-110,-105,5,-0.045454545,4.545454545,0
125,120,-5,-0.04,4,0
135,132,-3,-0.022222222,2.222222222,0
-150,-150,0,0,0,1
-130,-130,0,0,0,1
-115,-120,-5,0.043478261,4.347826087,0
-150,-150,0,0,0,1
-185,-180,5,-0.027027027,2.702702703,0
-140,-155,-15,0.107142857,10.71428571,1
110,108,-2,-0.018181818,1.818181818,0
125,122,-3,-0.024,2.4,1
-170,-180,-10,0.058823529,5.882352941,0
-135,-138,-3,0.022222222,2.222222222,1
-115,-118,-3,0.026086957,2.608695652,1
-115,-120,-5,0.043478261,4.347826087,0
-125,-125,0,0,0,0
160,153,-7,-0.04375,4.375,0
-110,-111,-1,0.009090909,0.909090909,1
-130,-129,1,-0.007692308,0.769230769,0
120,110,-10,-0.083333333,8.333333333,1
105,109,4,0.038095238,3.80952381,0
100,102,2,0.02,2,0
-135,-148,-13,0.096296296,9.62962963,1
-150,-145,5,-0.033333333,3.333333333,1
-180,-185,-5,0.027777778,2.777777778,1
-140,-156,-16,0.114285714,11.42857143,1
130,-107,-237,-1.823076923,28.46153846,1
215,210,-5,-0.023255814,2.325581395,0
-160,-167,-7,0.04375,4.375,1
140,138,-2,-0.014285714,1.428571429,0
115,116,1,0.008695652,0.869565217,0
-160,-177,-17,0.10625,10.625,1
-125,-125,0,0,0,0
-135,-150,-15,0.111111111,11.11111111,0
135,136,1,0.007407407,0.740740741,1
175,175,0,0,0,0
-130,-130,0,0,0,1
-125,-160,-35,0.28,28,1
155,161,6,0.038709677,3.870967742,0
-115,-130,-15,0.130434783,13.04347826,1
100,-110,-210,-2.1,10,0
-250,-260,-10,0.04,4,1
145,146,1,0.006896552,0.689655172,1
100,-110,-210,-2.1,10,1
-130,-135,-5,0.038461538,3.846153846,0
135,135,0,0,0,0
-130,-157,-27,0.207692308,20.76923077,0
-120,-125,-5,0.041666667,4.166666667,1
100,-105,-205,-2.05,5,0
115,116,1,0.008695652,0.869565217,0
-105,-101,4,-0.038095238,3.80952381,0
120,106,-14,-0.116666667,11.66666667,1
-200,-200,0,0,0,1
115,110,-5,-0.043478261,4.347826087,0
-150,-155,-5,0.033333333,3.333333333,0
-150,-184,-34,0.226666667,22.66666667,0
-125,-134,-9,0.072,7.2,0
-110,-105,5,-0.045454545,4.545454545,0
170,171,1,0.005882353,0.588235294,0
-220,-229,-9,0.040909091,4.090909091,1
-150,-168,-18,0.12,12,1
185,176,-9,-0.048648649,4.864864865,1
160,158,-2,-0.0125,1.25,0
105,101,-4,-0.038095238,3.80952381,0
-210,-216,-6,0.028571429,2.857142857,1
160,156,-4,-0.025,2.5,0
100,102,2,0.02,2,0
115,102,-13,-0.113043478,11.30434783,1
-140,-146,-6,0.042857143,4.285714286,1
-160,-157,3,-0.01875,1.875,1
-140,-144,-4,0.028571429,2.857142857,0
115,110,-5,-0.043478261,4.347826087,1
100,100,0,0,0,0
150,159,9,0.06,6,0
-120,-124,-4,0.033333333,3.333333333,0
115,107,-8,-0.069565217,6.956521739,0
260,250,-10,-0.038461538,3.846153846,0
-140,-135,5,-0.035714286,3.571428571,1
-110,-113,-3,0.027272727,2.727272727,0
150,144,-6,-0.04,4,0
-190,-189,1,-0.005263158,0.526315789,0
155,145,-10,-0.064516129,6.451612903,0
100,-101,-201,-2.01,1,1
-125,-142,-17,0.136,13.6,1
-125,-152,-27,0.216,21.6,0
130,133,3,0.023076923,2.307692308,1
-160,-170,-10,0.0625,6.25,1
-115,-130,-15,0.130434783,13.04347826,1
105,-105,-210,-2,9.523809524,0
145,135,-10,-0.068965517,6.896551724,1
100,-105,-205,-2.05,5,0
125,100,-25,-0.2,20,0
145,150,5,0.034482759,3.448275862,1
-150,-154,-4,0.026666667,2.666666667,0
155,155,0,0,0,0
-110,-112,-2,0.018181818,1.818181818,0
-160,-170,-10,0.0625,6.25,1
-200,-200,0,0,0,0
-150,-192,-42,0.28,28,1
-140,-142,-2,0.014285714,1.428571429,1
-105,-105,0,0,0,1
130,120,-10,-0.076923077,7.692307692,1
-130,-158,-28,0.215384615,21.53846154,0
-130,-154,-24,0.184615385,18.46153846,1
-195,-207,-12,0.061538462,6.153846154,1
-195,-215,-20,0.102564103,10.25641026,1
-105,-110,-5,0.047619048,4.761904762,0
235,230,-5,-0.021276596,2.127659574,1
-120,-135,-15,0.125,12.5,1
-165,-170,-5,0.03030303,3.03030303,0
110,107,-3,-0.027272727,2.727272727,1
155,162,7,0.04516129,4.516129032,0
-145,-147,-2,0.013793103,1.379310345,0
-105,-105,0,0,0,1
130,110,-20,-0.153846154,15.38461538,0
-250,-260,-10,0.04,4,1
-210,-210,0,0,0,1
-150,-150,0,0,0,1
125,112,-13,-0.104,10.4,0
-120,-145,-25,0.208333333,20.83333333,0
145,133,-12,-0.082758621,8.275862069,0
115,100,-15,-0.130434783,13.04347826,1
-105,-116,-11,0.104761905,10.47619048,0
105,103,-2,-0.019047619,1.904761905,1
165,160,-5,-0.03030303,3.03030303,1
-255,-300,-45,0.176470588,17.64705882,1
-120,-118,2,-0.016666667,1.666666667,1
110,109,-1,-0.009090909,0.909090909,1
-150,-194,-44,0.293333333,29.33333333,1
-140,-156,-16,0.114285714,11.42857143,1
-220,-220,0,0,0,1
-315,-310,5,-0.015873016,1.587301587,1
125,115,-10,-0.08,8,0
-110,-106,4,-0.036363636,3.636363636,1
105,103,-2,-0.019047619,1.904761905,1
-170,-168,2,-0.011764706,1.176470588,1
110,106,-4,-0.036363636,3.636363636,1
-110,-121,-11,0.1,10,1
-130,-148,-18,0.138461538,13.84615385,0
-170,-196,-26,0.152941176,15.29411765,0
-140,-145,-5,0.035714286,3.571428571,0
110,-102,-212,-1.927272727,10.90909091,0
105,-107,-212,-2.019047619,11.42857143,1
-195,-209,-14,0.071794872,7.179487179,0
-190,-200,-10,0.052631579,5.263157895,1
135,140,5,0.037037037,3.703703704,0
115,105,-10,-0.086956522,8.695652174,0
-115,-117,-2,0.017391304,1.739130435,1
105,-110,-215,-2.047619048,14.28571429,1
120,109,-11,-0.091666667,9.166666667,0
115,109,-6,-0.052173913,5.217391304,1
110,-105,-215,-1.954545455,13.63636364,1
-115,-129,-14,0.12173913,12.17391304,0
-190,-190,0,0,0,1
-110,-124,-14,0.127272727,12.72727273,1
-145,-149,-4,0.027586207,2.75862069,1
135,111,-24,-0.177777778,17.77777778,0
-110,-110,0,0,0,1
-110,-129,-19,0.172727273,17.27272727,0
-145,-154,-9,0.062068966,6.206896552,1
-125,-124,1,-0.008,0.8,0
-145,-164,-19,0.131034483,13.10344828,0
105,-110,-215,-2.047619048,14.28571429,0
175,176,1,0.005714286,0.571428571,0
145,136,-9,-0.062068966,6.206896552,1
-210,-215,-5,0.023809524,2.380952381,1
-110,-112,-2,0.018181818,1.818181818,0
-145,-154,-9,0.062068966,6.206896552,0
-200,-200,0,0,0,1
155,141,-14,-0.090322581,9.032258065,0
